date,RSI Daily,Symbol
2026-05-28,33.9,PMT
2026-05-28,33.9,HIPO
2026-05-28,34.0,VTRS
2025-08-29,34.1,BRDG
2026-05-28,34.3,LENZ
2026-05-28,34.4,EWTX
2026-05-28,34.4,UGP
2026-05-28,34.5,COTY
2026-05-28,34.6,PBR
2026-05-28,34.7,MOMO
2026-05-28,34.8,GFI
2026-05-28,34.8,HCSG
2026-05-28,34.8,EVER
2026-05-28,34.9,NU
2026-05-28,35.0,ANVS
2026-05-28,35.1,BCSF
2026-05-28,35.4,TNGX
2026-05-28,35.4,AXGN
2026-05-28,35.4,FRO
2026-05-28,35.4,CHWY
2026-05-28,35.6,MWA
2026-05-28,35.6,SUZ
2026-05-28,35.7,NXE
2026-05-28,35.7,BORR
2026-05-28,35.8,FSLY
2026-05-28,35.8,BXMT
2026-05-28,35.9,VREX
2026-05-28,36.1,FLO
2026-05-28,36.1,ARLO
2026-05-28,36.2,ALEC
2026-05-28,36.3,MQ
2024-07-22,36.3,ETRN
2026-05-28,36.3,TU
2026-05-28,36.4,CODI
2026-05-28,36.4,HLMN
2026-05-28,36.4,FIP
2026-05-28,36.5,GRNT
2026-05-28,36.5,HTGC
2026-05-28,36.5,ARIS
2026-05-28,36.6,TAK
2026-05-28,36.6,BUR
2026-05-28,36.6,AMTB
2026-05-28,36.7,BHC
2026-05-28,36.7,ASUR
2026-05-28,36.7,TCRX
2026-05-28,36.8,SLRC
2026-05-28,36.9,BZ
2026-05-28,37.0,IGIC
2026-05-28,37.0,BYND
2026-05-28,37.0,FVRR
2026-05-28,37.0,HTZ
2026-05-28,37.1,APEI
2026-05-28,37.1,CNX
2026-05-28,37.2,BSBR
2026-05-28,37.2,CLVT
2026-05-28,37.2,BEKE
2026-05-28,37.4,AIZN
2026-05-28,37.5,QNST
2026-05-28,37.5,AMRX
2026-05-28,37.6,UZD
2026-05-28,37.6,DTST
2026-05-28,37.6,HRZN
2026-05-28,37.6,UEC
2026-05-28,37.6,KD
2026-05-28,37.7,AVD
2026-05-28,37.8,AMTX
2026-05-28,37.8,PWP
2026-05-28,37.8,NOAH
2026-05-28,37.9,DEI
2026-05-28,37.9,AVBP
2026-05-28,38.0,MD
2026-05-28,38.0,DNUT
2026-05-28,38.0,PGY
2026-05-28,38.1,EPM
2026-05-28,38.2,JRVR
2026-05-28,38.3,BCYC
2026-05-28,38.4,LAC
2026-05-28,38.4,PAGS
2026-05-28,38.5,OBDC
2026-05-28,38.5,BRSP
2026-05-28,38.5,UZF
2026-05-28,38.6,OSG
2026-05-28,38.6,RNGR
2026-05-28,38.7,VTS
2026-05-28,38.9,XPOF
2026-05-28,38.9,FBRT
2026-05-28,39.0,TTEC
2026-05-28,39.0,RSI
2026-05-28,39.0,BBDC
2026-05-28,39.0,ERII
2026-05-28,39.1,GTN
2026-05-28,39.3,ADMA
2025-12-18,39.3,BRY
2026-05-28,39.4,VFC
2026-05-28,39.4,INVA
2026-05-28,39.5,HAYW
2026-05-28,39.5,GTE
2026-05-28,39.5,HROW
2026-05-28,39.6,CERT
2024-09-04,39.6,DO
2026-05-28,39.6,HCAT
2026-05-28,39.6,PRDO
2026-05-28,39.7,BLCO
2026-05-28,39.8,CRK
2026-05-28,39.8,SJT
2026-05-28,39.9,NVST
2026-05-28,39.9,NAVI
2026-05-28,40.0,MBI
2026-05-07,40.0,CUK
2026-05-28,40.1,TSLX
2026-05-28,40.2,ACAD
2026-05-28,40.2,MFC
2026-05-28,40.2,BKD
2026-05-28,40.2,PR
2026-05-28,40.3,RES
2026-05-28,40.4,AESI
2026-05-28,40.4,LAAC
2026-05-28,40.5,CMTG
2026-05-28,40.5,AGI
2026-05-28,40.5,KLXE
2026-05-28,40.6,SRAD
2026-05-28,40.6,SGMT
2026-05-28,40.8,VOD
2026-05-28,40.8,SOJE
2026-05-28,40.9,EMBC
2026-05-28,41.0,GLAD
2026-05-28,41.0,MERC
2026-05-28,41.2,DRD
2026-05-28,41.5,ATNM
2026-05-28,41.5,AGRO
2026-05-28,41.5,CMPO
2026-05-28,41.5,ZLAB
2026-05-28,41.5,FNB
2026-05-28,41.6,CPNG
2026-05-28,41.7,SLM
2026-05-28,41.7,MAX
2026-05-28,41.7,LWAY
2026-05-28,41.8,BMBL
2026-05-28,41.9,EGAN
2026-05-28,42.0,AOMR
2026-01-23,42.0,ATXS
2026-05-28,42.0,AVXL
2026-05-28,42.0,GNE
2026-05-28,42.1,GRND
2026-05-28,42.2,VTEX
2026-05-28,42.2,CABA
2026-05-28,42.2,FCPT
2026-05-28,42.2,SOPH
2026-05-28,42.3,LSPD
2026-05-28,42.4,UAA
2026-05-28,42.4,UA
2026-05-28,42.4,EVCM
2026-05-28,42.4,GCMG
2026-05-28,42.5,OCUL
2026-05-28,42.5,XPRO
2026-05-28,42.5,CDLX
2026-05-28,42.5,ECVT
2026-05-28,42.5,DTIL
2026-05-28,42.6,SBH
2026-05-28,42.6,ZYME
2026-05-28,42.7,PAX
2026-05-28,42.7,CGNT
2026-05-28,42.8,TFPM
2026-05-28,42.8,ASB
2026-05-28,42.9,ACIC
2026-05-28,42.9,VET
2025-10-13,42.9,EPIX
2026-05-28,42.9,ACDC
2026-05-28,42.9,SMXT
2026-05-28,43.0,CAE
2026-05-28,43.0,GAIN
2026-05-28,43.0,STOK
2026-05-28,43.0,MUX
2026-05-28,43.1,CSWC
2026-05-28,43.1,FPI
2026-05-28,43.2,JBGS
2026-05-28,43.2,OPRA
2026-05-28,43.2,SNDX
2026-05-28,43.2,SREA
2026-05-28,43.2,ITUB
2026-05-28,43.3,DOLE
2026-05-28,43.4,KYTX
2026-05-28,43.4,CRGY
2026-05-28,43.4,CMSC
2026-05-28,43.5,CMSD
2026-05-28,43.5,NBBK
2026-05-11,43.6,UDMY
2026-05-28,43.6,SFL
2026-05-28,43.7,KEY
2026-05-28,43.8,WEAV
2026-05-28,43.8,INTR
2026-05-28,43.9,AGNC
2026-05-28,43.9,CLBT
2026-05-28,44.0,ASAN
2026-05-28,44.0,BMR
2026-05-28,44.1,WRBY
2026-05-28,44.2,HG
2026-05-28,44.2,PHR
2026-05-28,44.2,CGAU
2026-05-28,44.2,VIAV
2026-05-28,44.3,LXU
2026-05-28,44.4,EBF
2026-05-28,44.5,TLK
2026-05-28,44.6,INO
2026-05-28,44.6,MFA
2026-05-28,44.7,CCU
2026-05-28,44.7,TNYA
2026-05-28,44.8,ACVA
2026-05-28,44.8,GNK
2026-05-28,44.9,ADT
2026-05-28,44.9,KGC
2026-05-28,45.0,PAAS
2026-05-28,45.0,STTK
2026-05-28,45.0,T
2026-05-28,45.1,LYFT
2026-05-28,45.2,FSK
2026-05-28,45.3,GPRE
2026-05-28,45.4,SEAT
2026-05-28,45.5,ARR
2026-05-28,45.5,JAKK
2026-05-28,45.5,UTZ
2026-05-28,45.5,LYRA
2026-05-28,45.5,ORN
2026-05-28,45.5,ARCC
2026-05-28,45.6,REFI
2026-05-28,45.7,DCTH
2026-05-28,45.7,PTLO
2026-05-28,45.8,BANC
2025-01-31,45.8,ENLC
2026-05-28,45.8,AU
2026-05-28,45.8,VOC
2026-05-28,45.9,DX
2026-05-28,45.9,FWRG
2026-05-28,45.9,GTES
2026-05-28,45.9,KOS
2026-05-28,45.9,ZNTL
2026-05-28,46.0,YEXT
2026-05-28,46.0,ARHS
2026-05-28,46.0,SAFE
2026-05-28,46.0,PLOW
2026-05-28,46.0,CXM
2026-05-28,46.1,TME
2026-05-28,46.1,MATV
2026-05-28,46.2,FHN
2026-05-28,46.2,ANNX
2026-05-28,46.3,OWL
2026-05-28,46.4,LAND
2026-05-28,46.4,MP
2026-05-28,46.4,XNCR
2026-05-28,46.5,KRNT
2026-03-11,46.5,FTEL
2026-05-28,46.5,GLUE
2026-05-28,46.5,ACI
2026-05-28,46.5,YOU
2026-05-28,46.6,CBUS
2026-05-28,46.6,HLN
2026-05-28,46.6,EZPW
2026-05-28,46.6,AMSC
2025-07-25,46.8,VERV
2026-05-28,46.9,AG
2026-05-28,46.9,MLCO
2026-05-28,46.9,SSL
2025-10-17,47.0,SAND
2026-05-28,47.0,TCMD
2026-05-28,47.0,WT
2026-05-28,47.1,MITT
2026-05-28,47.1,VIRT
2026-05-28,47.1,SMR
2026-05-28,47.1,DH
2026-05-28,47.1,ACRE
2026-05-28,47.1,NMRA
2026-05-28,47.2,LADR
2026-05-28,47.2,BY
2026-05-28,47.3,PANL
2026-05-28,47.3,CVE
2026-05-28,47.3,ET
2026-05-28,47.3,PUMP
2026-05-28,47.3,TRTX
2026-05-28,47.3,ONB
2026-05-28,47.4,NTST
2026-05-28,47.4,QUAD
2026-05-28,47.4,NOTV
2026-05-28,47.4,BTMD
2026-05-28,47.5,EBC
2026-05-28,47.5,SD
2026-05-28,47.5,MGX
2026-05-28,47.5,BV
2026-05-28,47.5,WBD
2026-05-28,47.6,SHEN
2026-05-28,47.6,OCCI
2026-05-28,47.7,DSP
2026-05-28,47.7,OSW
2026-05-28,47.7,HAFC
2026-05-28,47.7,RSKD
2026-05-28,47.7,RCUS
2026-05-28,47.7,AS
2026-05-28,47.8,EH
2026-05-28,47.8,MAT
2026-05-28,47.9,GRFS
2026-05-28,47.9,IVR
2026-05-28,47.9,IMMR
2026-05-28,48.0,VYGR
2026-05-28,48.0,SNAP
2026-05-28,48.0,AMAL
2026-05-13,48.0,SNCY
2026-05-28,48.0,RGP
2026-05-28,48.1,GBDC
2026-05-28,48.1,OUT
2026-05-28,48.1,FSCO
2026-05-28,48.1,ISPR
2026-05-28,48.2,BOOM
2026-05-28,48.2,FFIC
2026-05-28,48.2,TALO
2026-05-28,48.3,AIV
2026-05-28,48.3,PTEN
2026-05-28,48.3,CVBF
2026-05-28,48.3,HBAN
2026-05-28,48.3,NPWR
2026-05-28,48.4,WDS
2026-05-28,48.4,GOLD
2026-05-28,48.4,PSO
2026-05-28,48.4,FLWS
2026-05-28,48.5,CNK
2026-05-28,48.5,OCFC
2026-05-28,48.6,CGC
2026-05-28,48.6,TASK
2026-05-28,48.6,HBNC
2026-05-28,48.7,VLRS
2026-05-28,48.7,ARCO
2026-05-28,48.7,LBTYK
2026-05-28,48.7,CX
2026-05-28,48.7,RF
2026-05-28,48.8,ESI
2026-05-28,48.8,LBTYA
2026-05-28,48.8,MDXG
2026-05-28,48.8,NTGR
2026-05-28,48.8,LAW
2026-05-28,48.8,IEP
2026-05-28,48.8,YMM
2026-05-28,48.9,SLN
2026-05-28,48.9,AM
2026-05-28,48.9,FULC
2026-05-28,48.9,PFS
2026-05-28,48.9,DOC
2026-05-28,49.0,CFFN
2026-05-28,49.0,TROX
2026-05-28,49.0,TYRA
2026-05-28,49.1,EGO
2026-05-28,49.1,ACTG
2026-05-28,49.1,PTA
2026-05-28,49.1,HIMS
2026-05-28,49.1,AVNS
2026-05-28,49.2,HFWA
2026-05-28,49.3,SPH
2026-05-28,49.3,FRSH
2026-05-28,49.3,DOMO
2026-05-28,49.4,FHB
2026-05-28,49.4,AVPT
2024-10-31,49.4,STER
2026-05-28,49.4,TRIN
2026-05-28,49.4,ADEA
2026-05-28,49.4,PBYI
2026-05-28,49.5,VIPS
2026-05-28,49.5,IBRX
2026-05-28,49.6,PLTK
2026-05-28,49.6,STEL
2024-11-20,49.6,EXAI
2026-05-28,49.6,CXW
2026-05-28,49.7,PDM
2026-05-28,49.8,SBRA
2026-05-28,49.8,ELAN
2026-05-28,49.9,AMCR
2026-05-28,50.0,HONE
2025-08-14,50.0,IGMS
2026-05-28,50.0,OLK
2026-05-28,50.0,EFTR
2026-05-28,50.0,SLRN
2026-05-28,50.0,REVG
2026-05-28,50.0,FNA
2026-05-28,50.0,GLDD
2026-05-28,50.0,GIFI
2026-05-28,50.0,RDUS
2026-05-28,50.0,AFMD
2026-05-28,50.0,GOGL
2022-07-08,50.0,MNMD
2026-05-28,50.0,HBI
2026-05-28,50.0,VBTX
2026-05-28,50.0,IE
2026-05-08,50.0,EWCZ
2026-05-28,50.0,ENFN
2026-05-28,50.0,IRBT
2026-05-28,50.0,APLT
2026-05-28,50.0,EFC
2026-05-28,50.0,HTBK
2026-05-28,50.0,RCM
2026-05-28,50.0,FLIC
2026-05-28,50.0,PLYA
2026-05-28,50.0,UMH
2026-05-28,50.0,TRML
2026-05-28,50.0,THRD
2025-02-11,50.0,MRNS
2026-05-28,50.0,DENN
2025-08-19,50.0,CRGX
2026-05-28,50.0,DCPH
2026-05-28,50.0,SLDB
2026-05-28,50.0,MOR
2026-05-28,50.0,SYRS
2026-05-28,50.0,CFB
2026-05-28,50.0,MODV
2026-05-28,50.0,NOVA
2026-05-28,50.0,ZYXI
2026-05-28,50.0,ADVM
2026-05-28,50.0,ZIMV
2026-05-28,50.0,CCRN
2026-05-28,50.0,SASR
2026-05-28,50.0,NYMT
2026-05-28,50.0,EQC
2026-05-28,50.0,APM
2026-05-28,50.0,VINC
2023-10-02,50.0,KLG
2026-05-28,50.0,IZM
2026-05-28,50.0,TWO
2026-05-28,50.0,ORC
2026-05-28,50.2,CTOS
2026-05-28,50.2,CELC
2026-05-28,50.3,ABEO
2026-01-28,50.4,SHCO
2026-05-28,50.5,TGS
2026-05-28,50.6,CPF
2026-05-28,50.7,CPS
2026-05-28,50.7,VERI
2026-05-28,50.8,PD
2026-05-28,50.8,COLB
2026-05-28,50.9,NEOG
2026-05-28,50.9,RIG
2026-05-28,50.9,EYPT
2026-05-28,51.0,EE
2026-05-28,51.1,HAIN
2026-05-28,51.1,SIGA
2026-05-28,51.1,IRS
2026-05-28,51.2,UFI
2026-05-28,51.3,RVLV
2026-05-28,51.4,PCG
2026-05-28,51.4,NGL
2026-05-28,51.4,DCOM
2026-05-28,51.5,LEG
2026-05-28,51.5,TITN
2026-05-28,51.5,SHC
2026-05-28,51.6,SPOK
2026-05-28,51.6,FA
2026-05-28,51.7,RKT
2026-05-28,51.7,FINV
2026-05-28,51.7,OI
2026-05-28,51.7,RWAY
2026-05-28,51.7,PLRX
2026-05-28,51.7,INFY
2026-05-28,51.7,EDAP
2025-08-18,51.7,STR
2026-05-28,51.8,KVHI
2026-05-28,51.8,PHUN
2026-05-28,51.9,FULT
2026-05-28,51.9,IRT
2026-05-28,51.9,ALT
2026-05-28,51.9,NAMS
2026-05-28,51.9,ALXO
2026-05-28,52.0,ZUMZ
2026-05-28,52.0,SKM
2026-05-28,52.0,SFNC
2026-05-28,52.0,SRG
2026-05-28,52.2,ALKT
2025-08-28,52.2,WBA
2026-05-28,52.2,TBI
2026-05-28,52.3,LFMD
2026-05-28,52.3,INTT
2026-05-28,52.3,TVC
2026-05-28,52.3,RLGT
2025-01-16,52.4,GATO
2026-05-28,52.4,ATEC
2025-01-08,52.4,ASAI
2026-05-28,52.4,LILAK
2026-05-28,52.5,HDSN
2026-05-28,52.6,HPP
2026-05-28,52.6,GOOD
2026-05-28,52.7,NEWT
2026-05-28,52.8,CECO
2024-06-28,52.9,HRT
2026-05-28,52.9,NOMD
2026-05-28,52.9,ZIP
2026-05-28,52.9,BCRX
2026-05-28,52.9,LILA
2026-05-28,53.0,GOGO
2026-05-28,53.0,CAAP
2026-05-28,53.0,SAR
2026-05-28,53.0,AFYA
2026-05-28,53.0,QURE
2026-05-28,53.0,LAUR
2026-05-28,53.1,CNOB
2026-05-28,53.2,SRI
2026-05-28,53.2,BLZE
2026-05-28,53.3,ARI
2026-05-28,53.3,KMI
2026-05-28,53.3,AAOI
2026-05-28,53.4,MYGN
2026-05-28,53.5,LE
2026-05-28,53.5,LC
2026-05-28,53.6,VRDN
2026-05-28,53.6,FBP
2026-05-28,53.7,KE
2026-05-28,53.7,KVUE
2026-05-28,53.7,KNOP
2026-05-28,53.8,BVN
2026-05-28,53.8,NVCR
2026-05-28,53.8,SBLK
2026-05-28,53.8,IMTX
2026-05-28,53.9,ACCO
2026-05-28,53.9,PHG
2026-05-28,54.0,MGNI
2026-05-28,54.0,KREF
2026-05-28,54.0,INMD
2026-05-28,54.0,DRVN
2026-05-28,54.1,ZVRA
2026-05-28,54.1,EOLS
2026-05-28,54.2,OSBC
2026-05-28,54.2,STNE
2026-05-28,54.2,HMY
2026-05-28,54.3,SPRY
2026-05-28,54.3,ESRT
2026-05-28,54.5,EARN
2026-05-28,54.5,DBX
2026-05-01,54.5,STKL
2026-05-28,54.6,SMHI
2026-05-28,54.6,AEHR
2026-05-28,54.6,ABSI
2026-05-28,54.7,HOPE
2026-05-28,54.7,CWAN
2026-05-28,54.8,KW
2026-05-28,54.8,FIHL
2026-05-28,54.9,CGEM
2026-05-28,54.9,FATE
2026-05-28,54.9,VIR
2026-05-28,55.0,NMR
2026-05-28,55.0,THRY
2026-05-28,55.0,HOMB
2026-05-28,55.0,RCEL
2026-05-28,55.0,MANU
2026-05-28,55.1,JBI
2026-05-28,55.3,ARLP
2026-05-28,55.3,DNOW
2026-05-28,55.5,CSTM
2026-05-28,55.5,KRNY
2026-05-28,55.5,FFBC
2026-05-28,55.5,MGTX
2024-10-03,55.6,AAN
2025-05-01,55.6,VCSA
2025-05-13,55.6,TSVT
2026-05-28,55.7,PGC
2026-05-28,55.8,JBLU
2026-05-28,55.8,BSM
2026-05-28,55.8,LXP
2026-05-28,55.9,GDRX
2026-05-28,56.0,ULCC
2026-05-28,56.0,ARQT
2026-05-28,56.1,RXRX
2026-05-28,56.1,FDUS
2026-05-28,56.1,ALIT
2026-05-28,56.1,CCL
2026-05-28,56.2,LFCR
2026-05-28,56.2,CLB
2026-05-28,56.2,FLNC
2026-05-28,56.3,TRAK
2026-05-28,56.3,KURA
2026-05-28,56.3,SUPV
2026-05-28,56.4,WWW
2026-05-28,56.4,KALV
2026-05-28,56.5,WEN
2026-05-28,56.5,BALY
2026-05-28,56.6,LZ
2026-05-28,56.6,LOVE
2026-05-28,56.6,NEXT
2026-05-28,56.6,SBGI
2026-05-28,56.7,NDMO
2026-05-28,56.7,IREN
2026-05-28,56.8,DAKT
2026-05-28,56.8,MYE
2026-05-28,56.9,AEG
2026-05-28,56.9,NWBI
2026-05-28,56.9,NWG
2026-05-28,57.0,OSCR
2026-05-28,57.0,LOMA
2026-05-28,57.1,URGN
2026-05-28,57.2,PAA
2026-05-28,57.2,GDYN
2025-07-02,57.2,RDFN
2026-05-28,57.3,DIBS
2026-05-28,57.3,VALE
2026-05-28,57.4,UNIT
2026-05-28,57.4,ABVX
2026-05-28,57.5,SA
2026-05-28,57.6,TIGO
2026-05-28,57.6,OGN
2026-05-28,57.7,CLAR
2025-07-21,57.8,FARO
2026-05-28,57.8,STKS
2026-05-28,57.8,LOCO
2026-05-28,57.8,CHGG
2026-05-28,57.8,PATH
2026-05-28,57.8,KRO
2026-05-28,57.9,ROIV
2026-05-19,57.9,MCW
2026-05-28,57.9,CUZ
2024-07-31,57.9,SLCA
2026-05-28,58.1,HNRG
2025-08-29,58.3,ITOS
2026-05-28,58.3,NCLH
2026-05-28,58.3,XPER
2026-05-28,58.5,BRX
2025-09-02,58.6,BRKL
2026-05-28,58.6,RDWR
2026-05-28,58.7,SATS
2025-07-01,58.7,SHYF
2026-05-28,58.8,ERO
2026-05-28,58.8,HR
2025-02-28,58.8,INFN
2026-05-28,58.8,OEC
2026-01-30,58.8,JAMF
2026-05-28,58.9,VLY
2026-05-28,59.1,AUTL
2026-05-28,59.2,SOFI
2026-05-28,59.2,EGBN
2026-05-28,59.3,MCS
2026-05-28,59.3,AKR
2026-05-28,59.3,ARQ
2026-05-28,59.3,CTRE
2026-05-28,59.4,BUSE
2026-05-28,59.5,BSAC
2026-05-28,59.5,PRME
2026-05-28,59.5,FCF
2026-05-28,59.5,DNLI
2026-05-28,59.5,XPEV
2026-05-28,59.5,GBTG
2026-05-28,59.6,BE
2026-05-28,59.6,SERA
2026-05-28,59.7,LEVI
2026-05-28,59.8,NFBK
2026-05-28,59.9,SWBI
2026-05-28,59.9,NATL
2026-05-28,59.9,ASTL
2026-05-28,59.9,BCS
2026-05-28,59.9,DAN
2026-05-28,60.0,RXO
2025-07-01,60.0,INZY
2026-05-28,60.0,LIND
2026-05-28,60.0,VITL
2026-01-27,60.0,PLYM
2026-05-28,60.0,PLTR
2025-04-14,60.0,PYCR
2026-05-28,60.0,GDOT
2026-05-28,60.1,EDIT
2018-10-30,60.1,PX
2026-05-28,60.2,UTI
2026-05-28,60.2,LTH
2026-04-01,60.2,FFWM
2026-05-28,60.2,RNA
2026-05-28,60.2,FORR
2026-05-28,60.3,UE
2024-06-04,60.3,FUSN
2026-05-28,60.4,CCSI
2026-05-28,60.4,CSIQ
2026-05-28,60.4,TDOC
2026-05-28,60.5,LCUT
2026-05-28,60.5,ADTN
2026-05-28,60.5,SMFG
2026-05-28,60.5,LMND
2026-05-28,60.5,ING
2026-05-28,60.5,KIM
2026-05-28,60.6,NOV
2026-05-28,60.6,GPRK
2026-05-28,60.6,RIVN
2026-05-28,60.6,SRRK
2026-05-28,60.7,COLD
2026-05-28,60.7,KRP
2026-05-28,60.7,ANGO
2026-05-28,60.8,PAGP
2026-05-28,60.8,UNFI
2026-05-28,60.9,MASS
2026-05-28,60.9,XHR
2026-05-28,61.0,CENX
2026-05-28,61.0,QUIK
2025-11-05,61.0,MRC
2026-05-28,61.1,METC
2025-02-12,61.1,ROIC
2026-05-28,61.1,BBAR
2026-05-28,61.3,MXL
2025-09-22,61.4,SPTN
2026-05-28,61.4,SVV
2026-05-28,61.4,MEI
2026-05-28,61.4,MITK
2026-05-28,61.4,SOC
2025-04-08,61.5,ACCD
2026-05-28,61.5,TILE
2025-09-12,61.5,OLO
2026-05-28,61.6,ARRY
2026-05-28,61.6,ENVX
2026-05-28,61.7,CRNC
2026-05-28,61.8,BCH
2026-05-28,61.8,IMAX
2026-05-28,61.8,SDHY
2026-05-28,61.9,CRDO
2026-05-28,62.0,CDNA
2026-05-28,62.1,FMS
2026-05-28,62.1,QTRX
2026-05-28,62.2,NNOX
2026-05-28,62.3,DB
2026-05-28,62.3,NXDT
2026-05-28,62.4,SIBN
2026-05-28,62.4,RPAY
2026-05-28,62.5,WTTR
2026-03-12,62.5,ALEX
2025-10-30,62.5,ETNB
2026-04-27,62.5,FOLD
2026-05-28,62.5,HOOD
2026-05-28,62.5,TH
2025-10-23,62.5,PBPB
2026-05-28,62.5,PACK
2026-05-28,62.6,PSTL
2026-05-28,62.6,CTO
2026-05-28,62.6,MARA
2026-05-28,62.6,BLFS
2026-05-28,62.6,NN
